datasets,gravity,knn,lg,svm,nb,dt,rf,ad,nc,sgd
sonar,0.9738095238095239,0.959920634920635,0.9782539682539684,0.9785714285714286,0.968531746031746,0.9159391534391534,0.9785714285714286,0.9284391534391535,0.9722222222222223,0.9788492063492065
